Site_Name,Date,do_percent,pH,Nitrate,Nitrite,Ammonia,Phosphorus,Chloride,Year,Month,soluble_nitrogen
Twin Hills Creek: 121st,2017-08-17,96.0,7.5,0.3,0.03,0.03,0.005,15.0,2017,8,0.36
Twin Hills Creek: 121st,2017-09-15,100.0,7.5,0.3,0.03,0.03,0.005,50.0,2017,9,0.36
Twin Hills Creek: 121st,2017-10-12,,7.5,0.3,0.03,0.03,0.005,40.0,2017,10,0.36
Twin Hills Creek: 121st,2017-11-15,104.0,7.5,1.0,0.8,0.03,0.005,50.0,2017,11,1.83
Twin Hills Creek: 121st,2018-01-22,125.0,7.5,0.3,0.03,0.03,0.005,50.0,2018,1,0.36
Twin Hills Creek: 121st,2018-04-05,99.0,8.0,0.3,0.03,0.03,0.013,55.0,2018,4,0.36
Twin Hills Creek: 121st,2018-09-05,111.0,7.5,1.0,0.03,0.03,0.03,15.0,2018,9,1.06
Unknown Trib to Arkansas River,2015-02-11,96.0,7.5,0.3,0.03,0.1,0.005,25.0,2015,2,0.43
Unknown Trib to Arkansas River,2016-11-18,69.0,6.75,0.3,0.03,0.15,0.005,35.0,2016,11,0.48
Unknown Trib to Arkansas River,2016-12-28,86.0,7.25,0.3,0.03,0.2,0.147,40.0,2016,12,0.53
Unknown Trib to Arkansas River,2017-02-16,93.0,7.25,0.3,0.03,0.03,0.13,25.0,2017,2,0.36
Unknown Trib to Arkansas River,2017-03-31,100.0,7.5,0.3,0.03,0.03,0.093,25.0,2017,3,0.36
Unknown Trib to Arkansas River,2017-04-27,98.0,7.25,0.3,0.03,0.03,0.1,15.0,2017,4,0.36
Unknown Trib to Arkansas River,2017-05-30,127.0,7.25,0.3,0.03,0.03,0.033,30.0,2017,5,0.36
Unknown Trib to Arkansas River,2017-07-21,48.0,7.25,0.3,0.03,0.03,0.1,15.0,2017,7,0.36
Unknown Trib to Arkansas River,2017-08-31,46.0,7.25,0.3,0.03,0.03,0.005,15.0,2017,8,0.36
Unknown Trib to Arkansas River,2018-03-08,114.0,7.5,0.3,0.03,0.03,0.033,20.0,2018,3,0.36
Unknown Trib to Arkansas River,2018-04-30,116.0,7.5,0.3,0.03,0.03,0.033,15.0,2018,4,0.36
Unknown Trib to Arkansas River,2018-05-31,105.0,7.5,0.3,0.03,0.03,0.033,15.0,2018,5,0.36
Unknown Trib to Arkansas River,2018-06-29,25.0,7.25,0.3,0.03,0.03,0.033,20.0,2018,6,0.36
Unknown Trib to Arkansas River,2018-07-31,100.0,7.25,0.3,0.03,0.03,0.053,10.0,2018,7,0.36
Unknown Trib to Arkansas River,2018-08-31,50.0,7.25,0.3,0.03,,0.053,25.0,2018,8,0.36
Unknown Trib to Arkansas River,2018-09-28,84.0,7.25,0.3,0.03,0.03,0.033,15.0,2018,9,0.36
Unnamed Trib of North Canadian River: Chisholm Trail Park,2019-04-19,105.0,7.3,0.3,0.03,0.1,0.12,50.0,2019,4,0.43
Unnamed Trib of North Canadian River: Chisholm Trail Park,2019-06-11,99.0,7.3,2.0,0.08,0.1,0.04,30.0,2019,6,2.18
Unnamed Trib of North Canadian River: Chisholm Trail Park,2019-11-13,111.0,7.3,0.6,0.07,0.1,0.047,35.0,2019,11,0.77
Unnamed Trib of North Canadian River: Chisholm Trail Park,2019-12-20,140.0,8.0,0.5,0.03,0.1,0.02,60.0,2019,12,0.63
Unnamed Trib of North Canadian River: Chisholm Trail Park,2020-02-23,150.0,7.8,0.2,0.9,0.3,0.047,70.0,2020,2,1.4
Unnamed Trib to Bird Creek: EW 136 Road,2008-04-28,132.0,7.7,2.0,1.0,0.8,0.007,35.0,2008,4,3.8
Unnamed Trib to Bird Creek: EW 136 Road,2009-07-14,65.0,7.5,2.0,0.7,10.0,3.0,60.0,2009,7,12.7
Unnamed Trib to Bird Creek: EW 136 Road,2009-08-24,65.0,7.5,5.0,1.0,0.8,0.33,50.0,2009,8,6.8
Unnamed Trib to Bird Creek: EW 136 Road,2009-09-09,48.0,7.7,0.5,0.08,0.1,0.093,15.0,2009,9,0.68
Unnamed Trib to Bird Creek: EW 136 Road,2009-09-30,81.0,7.8,3.0,0.3,0.2,0.106666667,35.0,2009,9,3.5
Unnamed Trib to Bird Creek: EW 136 Road,2009-12-31,75.0,8.0,2.0,0.65,0.8,0.066666667,35.0,2009,12,3.45
Unnamed Trib to Bird Creek: EW 136 Road,2010-01-31,68.0,7.6,0.5,0.3,0.8,0.286666667,35.0,2010,1,1.6
Unnamed Trib to Bird Creek: EW 136 Road,2010-05-12,80.0,7.7,3.0,0.5,0.8,0.333333333,45.0,2010,5,4.3
Unnamed Trib to Bird Creek: EW 136 Road,2010-07-31,4.0,7.5,2.0,0.6,0.8,0.333333333,50.0,2010,7,3.4
Unnamed Trib to Bird Creek: EW 136 Road,2010-07-31,27.0,7.5,2.0,0.6,0.8,0.333,50.0,2010,7,3.4
Unnamed Trib to Bird Creek: EW 136 Road,2010-09-07,72.0,7.5,5.0,,0.1,0.033333333,55.0,2010,9,5.13
Unnamed Trib to Bird Creek: EW 136 Road,2010-09-07,85.0,7.5,0.5,0.08,0.1,0.033,55.0,2010,9,0.68
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2009-07-14,,7.7,0.5,0.08,0.4,0.23,15.0,2009,7,0.98
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2009-08-19,66.0,7.7,0.5,0.08,0.2,0.26,25.0,2009,8,0.78
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2009-10-12,73.0,7.7,1.0,0.08,0.1,0.06,20.0,2009,10,1.18
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2009-11-17,65.0,7.7,0.5,0.08,0.1,0.007,20.0,2009,11,0.68
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2009-12-10,90.0,7.7,1.0,0.08,0.1,0.007,20.0,2009,12,1.18
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-04-21,150.0,7.7,0.5,0.08,0.1,0.067,20.0,2010,4,0.68
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-07-27,,,,,,,,2010,7,0.36
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-07-27,6.0,,0.5,,,0.133333333,15.0,2010,7,0.56
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-07-27,42.0,,0.5,0.08,,0.133,15.0,2010,7,0.61
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-08-25,21.0,7.5,,,0.4,0.233333333,10.0,2010,8,0.73
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-08-25,43.0,7.5,0.5,0.08,0.4,0.233,10.0,2010,8,0.98
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-09-29,5.0,7.5,,,0.2,0.066666667,15.0,2010,9,0.53
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-09-29,86.0,7.7,1.5,0.8,0.8,0.053333333,30.0,2010,9,3.1
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-09-29,35.0,7.5,0.5,0.08,0.2,0.067,15.0,2010,9,0.78
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-10-15,5.0,7.5,,,0.1,0.033333333,15.0,2010,10,0.43
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2010-10-15,5.0,7.5,0.5,0.08,0.1,0.033,15.0,2010,10,0.68
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-02-23,116.0,7.5,,,0.1,,35.0,2011,2,0.43
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-04-16,40.0,7.5,,,0.1,0.007,20.0,2011,4,0.43
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-05-16,110.0,7.5,,,0.1,0.007,25.0,2011,5,0.43
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-06-20,2.0,7.5,,,0.6,0.053333333,25.0,2011,6,0.93
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-07-22,3.0,7.8,,,0.8,0.093333333,30.0,2011,7,1.13
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-08-30,5.0,8.0,,,0.6,0.133333333,15.0,2011,8,0.93
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-09-27,3.0,7.5,,,0.3,0.007,10.0,2011,9,0.63
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-10-27,85.0,7.5,,,0.2,0.053333333,25.0,2011,10,0.53
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-11-18,36.0,7.5,,,0.2,0.007,,2011,11,0.53
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2011-11-29,60.0,7.5,,,0.1,0.007,,2011,11,0.43
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2012-01-26,106.0,8.0,,,0.2,0.046666667,35.0,2012,1,0.53
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2012-02-29,116.0,8.0,,,0.1,0.053333333,25.0,2012,2,0.43
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2012-03-28,70.0,8.0,,,0.8,0.073333333,20.0,2012,3,1.13
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2012-05-30,45.0,7.5,1.0,,0.2,0.093333333,10.0,2012,5,1.23
Unnamed Trib to Bird Creek: NS 371 / EW 134 (Dump Ground Road),2012-06-30,8.0,7.5,,,0.6,0.12,20.0,2012,6,0.93
Unnamed Trib to Croton Creek: N 176 Road,2005-03-29,67.0,8.0,0.1,,0.03,0.033,95.0,2005,3,0.16
Unnamed Trib to Harlow Creek: Golden Acres,2005-01-04,68.0,7.0,0.08,,0.03,0.005,15.0,2005,1,0.14
Unnamed Trib to Harlow Creek: Golden Acres,2005-01-30,57.0,7.5,0.06,,0.03,0.02,,2005,1,0.12
Unnamed Trib to Harlow Creek: Golden Acres,2005-02-27,54.0,7.5,0.5,,0.03,0.027,35.0,2005,2,0.56
Unnamed Trib to Harlow Creek: Golden Acres,2005-04-03,115.0,7.5,0.3,,0.03,0.005,25.0,2005,4,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2005-04-30,62.0,7.0,0.3,,0.03,0.033,25.0,2005,4,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2005-06-02,80.0,7.0,0.02,,0.03,0.005,20.0,2005,6,0.08
Unnamed Trib to Harlow Creek: Golden Acres,2005-07-07,78.0,6.8,0.04,,0.03,0.02,20.0,2005,7,0.1
Unnamed Trib to Harlow Creek: Golden Acres,2005-08-04,68.0,,1.5,0.15,0.8,0.033,400.0,2005,8,2.45
Unnamed Trib to Harlow Creek: Golden Acres,2005-09-01,50.0,7.0,0.3,0.03,0.03,0.013,20.0,2005,9,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2005-10-05,80.0,7.0,0.3,0.03,0.03,0.047,20.0,2005,10,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2005-11-03,42.0,6.5,0.3,0.03,0.03,0.005,20.0,2005,11,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2006-02-02,61.0,6.5,0.3,0.03,0.03,0.033,15.0,2006,2,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2006-03-02,57.0,7.0,0.5,0.08,0.1,0.027,25.0,2006,3,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2006-04-06,57.0,7.0,0.5,0.08,0.1,0.033,25.0,2006,4,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2006-05-11,90.0,7.0,0.5,0.08,0.1,0.02,20.0,2006,5,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2006-06-08,45.0,6.5,0.5,0.08,0.1,0.047,20.0,2006,6,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2006-07-06,,,,,,,,2006,7,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2006-08-03,,,,,,,,2006,8,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2006-10-05,,,,,,,,2006,10,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2006-11-02,,,,,,,,2006,11,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2006-12-12,97.0,7.0,0.5,,0.1,0.033,25.0,2006,12,0.63
Unnamed Trib to Harlow Creek: Golden Acres,2007-02-06,90.0,7.0,0.5,0.08,0.1,0.027,20.0,2007,2,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2007-03-08,82.0,7.0,0.5,0.08,0.1,0.2,35.0,2007,3,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2007-04-05,130.0,7.5,1.0,0.08,0.1,0.013,35.0,2007,4,1.18
Unnamed Trib to Harlow Creek: Golden Acres,2007-05-10,80.0,7.25,1.0,0.15,0.1,0.02,15.0,2007,5,1.25
Unnamed Trib to Harlow Creek: Golden Acres,2007-06-07,85.0,7.0,0.5,0.08,0.1,0.027,30.0,2007,6,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2007-07-09,110.0,7.0,0.5,0.08,0.1,0.033,35.0,2007,7,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2007-08-08,90.0,7.0,0.5,0.08,0.1,0.033,30.0,2007,8,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2007-09-06,11.0,7.0,0.5,0.08,0.8,0.04,25.0,2007,9,1.38
Unnamed Trib to Harlow Creek: Golden Acres,2007-10-04,97.0,7.0,0.5,0.08,0.2,0.027,20.0,2007,10,0.78
Unnamed Trib to Harlow Creek: Golden Acres,2007-11-01,81.0,7.0,0.5,0.08,0.1,0.02,25.0,2007,11,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-01-10,84.0,7.0,0.5,0.08,0.1,0.02,25.0,2008,1,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-02-14,100.0,6.5,0.5,0.08,0.1,0.02,20.0,2008,2,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-03-06,100.0,7.0,0.5,0.08,0.1,0.06,30.0,2008,3,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-04-14,96.0,7.0,0.5,0.08,0.1,0.007,35.0,2008,4,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-05-01,113.0,7.0,0.5,0.08,0.1,0.007,40.0,2008,5,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-07-03,85.0,6.5,0.5,0.08,0.1,0.007,25.0,2008,7,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-08-21,85.0,6.5,0.5,0.08,0.1,0.013,25.0,2008,8,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-09-18,75.0,6.5,0.5,0.08,0.1,0.027,25.0,2008,9,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-10-09,85.0,7.0,0.5,0.08,0.1,0.067,30.0,2008,10,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2008-12-11,37.0,6.0,0.5,0.08,0.1,0.02,25.0,2008,12,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2009-01-06,71.0,7.0,0.5,0.08,0.1,0.013,30.0,2009,1,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2009-03-12,73.0,7.0,0.5,0.08,0.1,0.013,40.0,2009,3,0.68
Unnamed Trib to Harlow Creek: Golden Acres,2009-04-06,105.0,7.0,0.5,0.08,,0.033,30.0,2009,4,0.61
Unnamed Trib to Harlow Creek: Golden Acres,2009-05-06,86.0,7.0,,,0.1,0.033333333,25.0,2009,5,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2009-07-01,62.0,7.0,,,0.1,0.046666667,30.0,2009,7,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2009-08-12,91.0,7.0,,,0.1,0.007,45.0,2009,8,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2009-09-03,44.0,6.5,0.5,,0.1,0.006666667,10.0,2009,9,0.63
Unnamed Trib to Harlow Creek: Golden Acres,2009-10-01,91.0,6.5,,,0.1,,15.0,2009,10,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2009-11-05,100.0,6.5,,,0.1,0.033333333,20.0,2009,11,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2010-03-11,105.0,7.0,,,0.1,0.133333333,25.0,2010,3,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2010-04-07,116.0,7.0,,,0.1,0.026666667,20.0,2010,4,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2010-05-06,100.0,6.5,,,0.1,0.04,30.0,2010,5,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2011-09-29,71.0,7.0,,,0.1,,15.0,2011,9,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2012-01-08,125.0,6.5,0.3,0.03,0.03,0.02,15.0,2012,1,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2012-01-12,125.0,6.5,,,0.1,0.02,15.0,2012,1,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2012-02-08,99.0,7.0,0.3,0.03,0.03,0.033,15.0,2012,2,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2012-03-07,111.0,7.0,0.3,0.03,0.03,0.005,20.0,2012,3,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2012-04-11,134.0,7.0,0.3,0.03,0.03,0.02,25.0,2012,4,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2013-02-02,28.0,6.5,,,0.1,0.033333333,10.0,2013,2,0.43
Unnamed Trib to Harlow Creek: Golden Acres,2013-08-06,37.0,7.0,0.3,0.03,0.03,0.02,10.0,2013,8,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2013-11-07,74.0,7.0,0.3,0.03,0.03,0.027,20.0,2013,11,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2015-04-22,66.0,7.5,0.3,0.03,0.03,0.005,35.0,2015,4,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2015-06-17,105.0,7.5,0.3,,0.03,0.02,10.0,2015,6,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2015-07-14,112.0,7.0,0.3,0.03,0.03,0.033,25.0,2015,7,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2015-08-07,63.0,6.5,0.3,0.03,0.03,0.053,20.0,2015,8,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2015-09-02,80.0,6.5,,,0.03,0.005,15.0,2015,9,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2015-11-04,44.0,6.5,0.3,0.03,0.03,0.027,20.0,2015,11,0.36
Unnamed Trib to Harlow Creek: Golden Acres,2016-01-06,98.0,7.0,0.3,0.03,0.03,0.033,25.0,2016,1,0.36
Unnamed Trib to Little Joe Creek: LaFortune Park,2005-02-27,113.0,8.0,0.3,,0.03,,,2005,2,0.36
Unnamed Trib to Little Joe Creek: LaFortune Park,2005-04-24,,7.75,0.25,,0.03,0.067,25.0,2005,4,0.31
Unnamed Trib to Little Joe Creek: LaFortune Park,2005-05-22,,7.5,0.08,,0.03,0.067,20.0,2005,5,0.14
Unnamed Trib to Little Joe Creek: LaFortune Park,2005-06-26,122.0,7.75,,,0.03,0.053,20.0,2005,6,0.36
Unnamed Trib to Little Joe Creek: LaFortune Park,2005-07-31,105.0,7.75,0.5,0.03,0.03,0.005,25.0,2005,7,0.56
Unnamed Trib to Little Joe Creek: LaFortune Park,2007-08-24,91.0,7.8,0.5,0.08,0.1,0.053,35.0,2007,8,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2007-10-24,91.0,7.7,0.5,0.08,0.1,0.033,25.0,2007,10,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2007-11-27,100.0,7.5,0.5,0.5,0.1,0.08,30.0,2007,11,1.1
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-01-26,95.0,8.0,0.5,0.15,0.1,0.02,45.0,2008,1,0.75
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-02-20,85.0,6.25,0.5,0.15,0.1,0.023,60.0,2008,2,0.75
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-03-26,98.0,8.0,1.0,0.15,0.1,0.033,30.0,2008,3,1.25
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-04-30,72.0,7.5,0.5,0.08,0.1,0.12,200.0,2008,4,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-06-19,104.0,7.5,0.5,0.08,0.1,0.113,15.0,2008,6,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-07-25,65.0,7.5,0.5,0.08,0.1,0.007,25.0,2008,7,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-08-21,73.0,7.5,0.5,0.08,0.1,0.013,35.0,2008,8,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-09-20,152.0,7.5,0.5,0.08,0.1,0.007,15.0,2008,9,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-11-26,58.0,7.75,0.5,0.08,0.1,0.007,20.0,2008,11,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2008-12-19,85.0,7.5,2.0,0.15,0.1,0.013,35.0,2008,12,2.25
Unnamed Trib to Little Joe Creek: LaFortune Park,2009-01-30,80.0,8.0,1.0,0.08,0.1,0.013,120.0,2009,1,1.18
Unnamed Trib to Little Joe Creek: LaFortune Park,2009-02-26,100.0,8.0,1.0,0.15,0.1,0.033,35.0,2009,2,1.25
Unnamed Trib to Little Joe Creek: LaFortune Park,2009-03-26,72.0,7.5,0.5,0.08,0.1,0.007,45.0,2009,3,0.68
Unnamed Trib to Little Joe Creek: LaFortune Park,2009-04-22,53.0,8.0,0.5,0.08,0.1,0.007,30.0,2009,4,0.68
Unnamed Trib to Rock Creek: Davis Park,2008-11-25,145.0,8.0,0.5,0.08,0.1,0.01,40.0,2008,11,0.68
Unnamed Trib to Rock Creek: Davis Park,2008-12-30,140.0,7.75,0.5,0.08,0.1,0.047,40.0,2008,12,0.68
Unnamed Trib to Rock Creek: Davis Park,2009-01-30,111.0,8.0,0.5,0.08,0.4,0.047,120.0,2009,1,0.98
Unnamed Trib to Rock Creek: Davis Park,2009-03-30,140.0,7.25,0.5,0.08,0.1,0.08,35.0,2009,3,0.68
Unnamed Trib to Rock Creek: Davis Park,2009-04-28,64.0,7.5,0.5,0.08,0.1,0.1,30.0,2009,4,0.68
Unnamed Trib to Rock Creek: Davis Park,2009-06-02,58.0,7.5,,,0.2,0.02,35.0,2009,6,0.53
Unnamed Trib to Rock Creek: Davis Park,2009-07-27,75.0,7.5,0.5,,0.1,0.053333333,35.0,2009,7,0.63
Unnamed Trib to Rock Creek: Davis Park,2009-09-01,131.0,8.0,,,0.1,0.007,35.0,2009,9,0.43
Unnamed Trib to Rock Creek: Davis Park,2009-09-29,100.0,7.5,2.0,1.0,0.1,0.000133333,30.0,2009,9,3.1
Unnamed Trib to Rock Creek: Davis Park,2009-11-30,105.0,7.8,,,0.1,0.04,30.0,2009,11,0.43
Unnamed Trib to Rock Creek: Davis Park,2010-01-06,110.0,7.5,0.5,0.08,0.1,0.053333333,30.0,2010,1,0.68
Unnamed Trib to Rock Creek: Davis Park,2010-02-03,95.0,8.0,0.5,,0.1,0.04,30.0,2010,2,0.63
Unnamed Trib to Rock Creek: Davis Park,2010-03-04,,7.8,0.5,,0.1,0.053333333,30.0,2010,3,0.63
Unnamed Trib to Rock Creek: Davis Park,2010-05-05,,8.5,,,0.1,0.046666667,30.0,2010,5,0.43
Unnamed Trib to West Captain Creek: Harrah Road,2005-01-24,94.0,8.0,0.8,,0.03,0.005,40.0,2005,1,0.86
Unnamed Trib to West Captain Creek: Harrah Road,2005-05-08,107.0,8.0,0.3,,0.03,0.005,45.0,2005,5,0.36
Unnamed Trib to West Captain Creek: Harrah Road,2005-07-11,76.0,7.6,0.3,0.03,0.03,0.005,40.0,2005,7,0.36
Unnamed Trib to West Captain Creek: Harrah Road,2005-10-29,90.0,7.8,0.3,0.03,0.1,0.013,40.0,2005,10,0.43
Unnamed Trib to West Captain Creek: Harrah Road,2006-01-24,75.0,7.9,0.5,0.08,0.1,0.007,55.0,2006,1,0.68
Unnamed Trib to West Captain Creek: Harrah Road,2006-02-28,113.0,7.8,0.5,0.08,0.1,0.007,50.0,2006,2,0.68
Unnamed Trib to West Captain Creek: Harrah Road,2006-03-31,106.0,7.9,0.5,0.08,0.1,0.007,50.0,2006,3,0.68
Unnamed Trib to West Captain Creek: Harrah Road,2006-04-27,93.0,7.9,0.5,0.3,0.1,0.027,50.0,2006,4,0.9
Unnamed Trib to West Captain Creek: Harrah Road,2006-06-06,72.0,7.8,0.5,0.08,0.2,0.007,45.0,2006,6,0.78
Unnamed Trib to West Captain Creek: Harrah Road,2006-07-14,66.0,7.7,0.2,0.08,0.3,0.033,35.0,2006,7,0.58
Unnamed Trib to West Captain Creek: Harrah Road,2006-08-23,77.0,7.9,0.2,0.08,0.1,0.007,40.0,2006,8,0.38
Unnamed Trib to West Captain Creek: Harrah Road,2006-09-23,70.0,7.8,0.5,0.3,0.1,0.007,50.0,2006,9,0.9
Unnamed Trib to West Captain Creek: Harrah Road,2006-11-04,73.0,7.8,0.1,0.08,0.1,0.007,55.0,2006,11,0.28
Unnamed Trib to West Captain Creek: Harrah Road,2006-12-06,63.0,7.9,0.5,0.08,0.1,0.007,55.0,2006,12,0.68
Unnamed Trib to West Captain Creek: Harrah Road,2007-01-28,80.0,7.6,0.8,0.1,0.3,0.007,25.0,2007,1,1.2
Unnamed Trib to West Captain Creek: Harrah Road,2007-03-28,82.0,7.6,0.5,0.08,0.2,0.013,45.0,2007,3,0.78
Unnamed Trib to West Captain Creek: Harrah Road,2007-05-31,87.0,7.7,0.5,0.08,0.1,0.047,35.0,2007,5,0.68
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-04-27,77.0,7.7,0.5,0.1,1.0,0.3,25.0,2009,4,1.6
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-06-08,60.0,7.7,2.0,2.0,1.0,1.66,85.0,2009,6,5.0
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-07-12,54.0,7.7,0.5,0.1,0.1,0.3,65.0,2009,7,0.7
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-08-18,78.0,7.7,10.0,3.0,3.5,1.4,85.0,2009,8,16.5
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-09-14,100.0,7.5,,,0.1,0.5,20.0,2009,9,0.43
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-10-26,69.0,8.0,,,0.2,0.26,75.0,2009,10,0.53
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-11-27,89.0,7.7,3.0,0.15,0.8,1.0,75.0,2009,11,3.95
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2009-12-29,99.0,8.0,,,0.1,0.046666667,65.0,2009,12,0.43
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2010-01-18,105.0,7.7,,,0.1,0.06,70.0,2010,1,0.43
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2010-02-28,88.0,7.9,,,0.1,0.033333333,55.0,2010,2,0.43
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2010-03-22,90.0,7.8,1.0,0.15,0.8,0.26,55.0,2010,3,1.95
Unnamed Trib. To Walnut Creek: Rockwell Avenue,2010-04-25,80.0,7.9,,0.1,0.3,0.153333333,50.0,2010,4,0.7
